sample	chr	start_pos	end_pos
MDAMB453	chr3	195780829	195785300
MDAMB453	chr3	195785824	195788579
MDAMB453	chr3	195943050	196002599
MDAMB453	chr3	195944114	195945190
MDAMB453	chr3	196002585	196002669
MDAMB453	chr3	197641344	197670792
MDAMB453	chr5	1622586	1623331
KE39	chr12	21899889	22083014
KE39	chr12	21899889	22459507
KE39	chr12	21899889	22982851
KE39	chr12	21899889	24141093
KE39	chr12	21998275	22788968
KE39	chr12	22078300	23350877
KE39	chr12	22258992	22442044
KE39	chr12	22335353	23408611
KE39	chr12	23378858	24768141
KE39	chr12	23636702	24141093
KE39	chr12	24522082	24768141
KE39	chr12	24663330	24768141
KE39	chr12	24914792	25258839
KE39	chr12	24914792	25444923
KE39	chr12	24914792	25712193
KE39	chr12	24947522	25153308
KE39	chr12	24998256	25712193
KE39	chr12	25220457	25712193
CAL851	chr6	134041635	135669582
CAL851	chr6	134503577	134504931
CAL851	chr6	135611873	135614214
CAL851	chr6	145038114	145038722
CAL851	chr19	40219916	40227601
DMS114	chr4	156438193	156863388
DMS114	chr4	156484824	156683009
DANG	chr9	72820054	73861506
NCIH1435	chr11	76683485	76872781
NCIH1435	chr11	76683528	76695550
NCIH1435	chr11	76858291	76872781
NCIH1435	chr11	76858291	77404945
NCIH1435	chr11	77404998	77990425
NCIH1435	chr11	77404998	79083993
NCIH1435	chr11	77569796	77676722
NCIH1435	chr11	77627050	78577917
NCIH1435	chr11	77677165	77733320
NCIH1435	chr11	77734717	79084660
NCIH1435	chr11	77990451	78584003
NCIH1435	chr11	78579084	78722227
NCIH1435	chr11	78585162	79083993
NCIH1435	chr11	78722648	79083993
NCIH1435	chr11	79083270	79084660
NCIH1435	chr11	79083992	79083993
NCIH1435	chr11	79083992	79084660
NCIH1435	chr11	79160122	79173959
NCIH1435	chr11	79169543	79169731
NCIH1435	chr11	79175804	79175804
NCIH1435	chr11	79175804	80699135
NCIH1435	chr11	79511001	80699135
NCIH1435	chr11	79697370	80515448
NCIH1435	chr11	80528085	80544912
NCIH1435	chr11	80549409	80699135
NCIH1435	chr11	87646773	87646952
NCIH1435	chr11	88387407	88388750
NCIH2066	chr3	129595086	129649835
SKOV3	chr3	55704726	55857741
MFE280	chr3	150940238	151013228
HCC1500	chr12	18334173	19194754
HCC1500	chr12	18714631	19194754
HCC1500	chr12	18736034	19208887
HCC1500	chr12	19629257	19703915
HCC1500	chr12	19703433	19703915
KYSE180	chr7	17375410	17432742
NCIH889	chr1	38802744	39018870
NCIH889	chr1	39022265	39056267
NCIH889	chr1	39343975	39357033
NCIH889	chr1	39621238	39651528
NCIH889	chr1	39659917	39757570
NCIH889	chr1	39760884	39921735
NCIH889	chr1	40098181	40182021
HCC202	chr22	25830821	27003487
HCC202	chr22	25854700	27002086
HCC202	chr22	25961311	27295843
HCC202	chrX	46987366	47767501
HCC202	chrX	52857691	52862924
HCC202	chrX	55652521	55652525
MCF7	chr17	58625791	59122424
MCF7	chr17	59071694	59105306
MCF7	chr17	59829564	61909172
MCF7	chr17	61210339	61395060
MCF7	chr17	61210339	61395509
MCF7	chr17	61210339	61909172
MCF7	chr17	61210339	61924535
MCF7	chr17	61924311	61924535
MCF7	chr17	61924311	62004941
MCF7	chr17	62000914	62004941
MCF7	chr17	62000914	62018501
MCF7	chr17	62017131	62018501
MCF7	chr17	62110862	62113549
MCF7	chr17	62110862	62131689
MCF7	chr17	62129904	62131689
MCF7	chr17	62129904	62138532
MCF7	chr17	62135636	62138532
MCF7	chr17	62961839	62965941
MCF7	chr17	62961839	63002552
MCF7	chr17	63001504	63002552
MCF7	chr17	63001504	64310699
MCF7	chr17	63093274	63093332
MCF7	chr17	63093274	63101611
MCF7	chr17	63398258	63465490
MCF7	chr20	42213272	42215744
MCF7	chr20	42374556	42389765
MCF7	chr20	47141441	47143281
MCF7	chr20	47149695	47150459
MCF7	chr20	47149695	47749812
MCF7	chr20	47149697	47150459
MCF7	chr20	47156831	47159654
MCF7	chr20	47167890	47749812
MCF7	chr20	47167890	48924105
MCF7	chr20	47895011	47896045
MCF7	chr20	47983594	48214175
MCF7	chr20	48074544	48105806
MCF7	chr20	48214500	48924105
MCF7	chr20	48359377	48598254
MCF7	chr20	48515971	48516420
MCF7	chr20	48598058	48924105
MCF7	chr20	50656701	50657065
MCF7	chr20	50656701	50814042
MCF7	chr20	50669933	50814042
MCF7	chr20	53565247	54201363
MCF7	chr20	53565247	54940896
MCF7	chr20	55576907	55581876
MCF7	chr20	55582438	55582945
MCF7	chr20	55584207	55586339
MCF7	chr20	57100407	57279987
MCF7	chr20	60270341	60270796
MCF7	chr20	63657379	63658047
MCF7	chr20	63664881	63665642
SNU182	chr16	30981348	31582159
SNU182	chr16	30981849	31580985
MSTO211H	chr8	127709483	128207637
NCIH460	chr8	127677954	127822206
NCIH460	chr8	127677954	128452922
NCIH460	chr8	128392031	128452922
NCIH460	chr8	128459020	128588892
NCIH460	chr8	128459020	128899565
NCIH460	chr8	128459020	129628407
FUOV1	chr8	127679520	128452921
FUOV1	chr8	127679520	128603349
FUOV1	chr8	128459019	128603349
OVCAR8	chr8	109390322	109480315
NCIH524	chr3	108878179	109297541
HT1376	chr16	7427525	7545444
HS746T	chr3	30012435	30012973
HS746T	chr7	93323384	93330774
HS746T	chr7	94045053	94045783
HS746T	chr7	94549034	94549477
HS746T	chr7	94669166	96846588
HS746T	chr7	96753189	96753842
HS746T	chr7	96852682	96913970
HS746T	chr7	96917352	96920660
HS746T	chr7	96920619	98026472
HS746T	chr7	96993615	96997462
HS746T	chr7	96993615	97392025
HS746T	chr7	96996539	96997460
HS746T	chr7	96996539	97392868
HS746T	chr7	97044872	97045594
HS746T	chr7	97296836	97298019
HS746T	chr7	97529076	97529517
HS746T	chr7	97773458	97791170
HS746T	chr7	98028239	99153261
HS746T	chr7	98907732	98907739
HS746T	chr7	111529982	111530145
HS746T	chr7	115968087	117407918
HS746T	chr7	116232021	116232611
HS746T	chr7	116310824	117407918
HS746T	chr7	116310824	117671096
HS746T	chr7	116311749	116954985
HS746T	chr7	116311749	117677715
HS746T	chr7	116570632	116573317
HS746T	chr7	116627540	116628318
HS746T	chr7	116870756	116871517
HS746T	chr7	116954481	116954985
HS746T	chr7	117259947	117262369
HS746T	chr7	117324066	117324959
HS746T	chr7	127460328	127465345
HS746T	chr9	4001234	4001415
HS746T	chr9	90714731	92616330
HS746T	chr9	90727653	90727891
HS746T	chr9	90727653	92616330
HS746T	chr9	90944447	90945069
HS746T	chr12	103788924	103789090
HS746T	chr12	103789124	104632793
KYSE70	chr9	5702475	6729121
KYSE70	chr9	6730106	7017480
OVCAR4	chrX	155803645	155987105
MCF7	chr8	101448775	101540337
NCIH1436	chr7	57930901	57937414
NCIH1436	chr7	58061550	58064382
NCIH1436	chr7	61027500	61058363
NCIH1436	chr7	61040782	61058140
NCIH1436	chr7	62307432	62408555
HCC1569	chr2	26971268	26984284
HCC1569	chr2	26974689	27397445
DMS273	chr7	159052314	159090153
DMS273	chr7	159090992	159138792
DMS273	chr7	159132925	159133090
DMS273	chr7	159163829	159164046
DMS273	chr8	77141443	77142020
DMS273	chr8	77146978	77267520
DMS273	chr8	77167362	77223658
DMS273	chr8	77187833	77190906
DMS273	chr8	77192980	77198762
DMS273	chr8	77219309	77224911
DMS273	chr8	77238181	77242610
DMS273	chr8	77241154	77267520
DMS273	chr8	77246683	77252272
DMS273	chr8	77271837	77315102
DMS273	chr8	77282734	77289222
DMS273	chr8	77320968	77323626
DMS273	chr8	77320968	77332198
DMS273	chr8	77329928	77331235
DMS273	chr8	84039148	84043376
DMS273	chr8	105386979	105435846
DMS273	chr8	105386979	105455110
DMS273	chr8	105386979	105455111
DMS273	chr8	105407490	105410354
DMS273	chr8	105456917	105483080
DMS273	chr8	105456917	105554456
DMS273	chr8	105479418	105577676
DMS273	chr8	105484986	105488429
DMS273	chr8	105566603	105573384
DMS273	chr8	105566603	105577676
DMS273	chr8	105576330	105607587
DMS273	chr8	105582339	105607587
DMS273	chr8	105582339	105676082
DMS273	chr8	105582339	105698928
DMS273	chr8	105587925	105600239
DMS273	chr8	105625245	105631402
DMS273	chr8	105630574	105685086
DMS273	chr8	105633468	105639295
DMS273	chr8	105658694	105707301
DMS273	chr8	105661024	105667242
DMS273	chr8	105677361	105680468
DMS273	chr8	105679854	105685086
DMS273	chr8	105679854	105767506
DMS273	chr8	105681170	105684824
DMS273	chr8	105706365	105707303
DMS273	chr8	105707171	105796541
DMS273	chr8	105737312	105740160
DMS273	chr8	105741077	105745003
DMS273	chr8	105746696	105749936
DMS273	chr8	105750893	105757021
DMS273	chr8	105758305	105761491
DMS273	chr8	105764999	105767810
DMS273	chr8	127678387	127745395
DMS273	chr8	127678387	127774550
DMS273	chr8	127678998	127681382
DMS273	chr8	127684183	127686081
DMS273	chr8	127686880	127689093
DMS273	chr8	127698286	127699597
DMS273	chr8	127700798	127702678
DMS273	chr8	127707017	127708359
DMS273	chr8	127711876	127714101
DMS273	chr8	127729098	127730568
DMS273	chr8	127734892	127740718
DMS273	chr8	127759554	127760759
DMS273	chr8	127765769	127768195
DMS273	chr8	144214726	144215206
HCC95	chr14	41840884	41915375
LU99	chr12	25803231	25803525
LU99	chr12	103979882	103980030
LU99	chr12	103982806	103984919
LU99	chr12	103986947	103988746
LU99	chr12	116084847	118174865
LU99	chr12	120796238	121747236
LU99	chr12	120796238	122974051
LU99	chr12	120796238	125147219
LU99	chr12	121748104	125316595
LU99	chr12	124048753	124053702
LU99	chr12	124052937	124053193
LU99	chr12	124052937	125145372
LU99	chr12	124052937	129087927
LU99	chr12	125316601	129087927
LU99	chr12	129089511	129428980
LU99	chr12	129089511	129434028
MCF7	chr20	41100799	41153367
FU97	chr5	682050	774645
FU97	chr5	683662	697282
FU97	chr5	728818	775796
FU97	chr5	741915	834765
FU97	chr5	754047	754617
FU97	chr5	754047	847028
FU97	chr5	788251	813176
FU97	chr5	846636	847028
JHOS2	chr16	83792789	84104191
JHOS2	chr16	83793995	84051410
JHOS2	chr16	84050688	84051911
JHOS2	chr16	84052198	84114818
KYSE30	chr3	195615112	195721187
KYSE30	chr3	195779054	195780763
KYSE30	chr3	195779885	195788430
KYSE30	chr3	195781283	195786748
TE11	chr11	66676144	66782299
U251MG	chr4	53579659	54528815
COV644	chr1	153262254	153273823
COV644	chr1	153262254	153291834
COV644	chr1	153262254	153319997
COV644	chr1	153308698	153310162
COV644	chr1	153310459	153319687
COV644	chr1	153310459	153320050
COV644	chr1	153313977	153320050
COV644	chr1	153313977	153453872
COV644	chr1	153313977	153869278
COV644	chr1	153320100	153328977
COV644	chr1	153320100	153350397
COV644	chr1	153331543	153343587
COV644	chr1	153331543	153350179
COV644	chr1	153344257	153344841
COV644	chr1	153347279	153350179
COV644	chr1	153350328	153869278
COV644	chr1	153357716	153434753
COV644	chr1	153369153	153457478
COV644	chr1	153443173	153453872
COV644	chr1	153522648	153549932
COV644	chr1	153553902	153586351
COV644	chr1	153628949	153644811
COV644	chr1	153654746	153827217
COV644	chr1	153674510	153696247
COV644	chr1	153674510	153869278
COV644	chr1	153811057	153819197
COV644	chr1	153842334	154142598
COV644	chr1	153906907	153960238
COV644	chr1	153909845	153911504
COV644	chr1	153914120	153968316
COV644	chr1	153975528	154070362
COV644	chr1	154082536	154142598
COV644	chr1	154084152	154142598
NCIH520	chr1	38576421	40442949
NCIH520	chr4	70792518	70793638
NCIH520	chr4	72002720	72077088
NCIH520	chr4	77629213	77630092
NCIH520	chr4	77632484	77705892
SNU182	chr17	11433953	12442344
SNU182	chr17	12443881	12449829
SNU182	chr17	12455937	14286597
SNU182	chr17	14288238	14756031
SNU182	chr17	14756330	14759071
SNU182	chr17	14758761	17327067
SNU182	chr17	17327916	18366879
SNU182	chr17	18368321	18887841
SNU182	chr17	18888850	19365717
DMS114	chr8	35034136	35737862
DMS114	chr8	35034136	35740412
DMS114	chr8	35034136	36354801
DMS114	chr8	35892281	36354801
DMS114	chr8	36088688	36088734
DMS114	chr8	37738753	37818104
DMS114	chr8	37738753	39374503
DMS114	chr8	39529709	40362449
DMS114	chr8	43776202	43780755
DMS114	chr11	67068328	69586074
DMS114	chr11	67554873	68797675
DMS114	chr11	67592743	68798947
DMS114	chr11	68601788	69586074
DMS114	chr11	68694761	68694809
DMS114	chr11	69040632	69586074
DMS114	chr11	69041935	70445176
DMS114	chr11	69189101	69189166
DMS114	chr11	69291560	69586074
DMS114	chr11	69586634	70445176
DMS114	chr12	108227723	108227776
HCC1187	chr9	12889268	13056061
GB1	chr12	56828372	57158606
GB1	chr12	58744208	60016776
GB1	chr12	60022248	60128063
GB1	chr12	60131254	60246345
NCIH1437	chr5	596856	715489
NCIH1437	chr5	598469	614099
NCIH1437	chr5	614072	614102
NCIH1437	chr5	614072	711866
NCIH1437	chr5	614072	1022256
NCIH1437	chr5	682337	774625
NCIH1437	chr5	697446	788697
NCIH1437	chr5	718154	799825
NCIH1437	chr5	718154	1218281
NCIH1437	chr5	718154	3455526
NCIH1437	chr5	754051	754588
NCIH1437	chr5	754051	847079
NCIH1437	chr5	796008	1022256
NCIH1437	chr5	846904	847079
NCIH1437	chr5	1025922	1206504
NCIH1437	chr5	1025922	1968298
NCIH1437	chr5	1206566	1968298
NCIH1437	chr5	1217455	1218281
NCIH1437	chr5	1217455	1968298
NCIH1437	chr5	1971469	2458782
NCIH1437	chr5	1971469	2460579
NCIH1437	chr5	1971469	3454630
NCIH1437	chr5	3323615	3324307
NCIH1437	chr5	18982405	18982895
NCIH1437	chr5	20461529	20461760
NCIH1437	chr5	20461529	20464064
NCIH1437	chr5	20463869	20464064
MCF7	chr21	38107388	38172521
RMGI	chr2	112456031	112760593
TE5	chr1	119584782	119585510
TE5	chr8	102508739	102585770
TE5	chr8	103151863	103237536
TE5	chr8	103611510	104332102
TE5	chr8	106675411	106676239
TE5	chr8	106724015	106733564
TE5	chr12	37048197	37060401
NCIH1836	chr1	37643784	37721792
NCIH1836	chr1	38661877	38697602
NCIH1836	chr1	38694115	38695457
NCIH1836	chr1	39307502	40103855
NCIH1836	chr1	39688628	39689640
NCIH1836	chr1	40096358	40097891
NCIH1836	chr1	40768132	41109778
NCIH1836	chr1	40839036	40839891
NCIH1836	chr1	40976818	40977907
NCIH1836	chr1	41104126	41104624
NCIH1836	chr1	41427274	41440374
NCIH1836	chr13	94196783	94197453
QGP1	chr1	194189235	194339739
HCC1599	chr2	61911825	62389065
RMGI	chr2	113145959	113393756
RMGI	chr2	113283450	113289842
RMGI	chr2	113396035	113412956
NIHOVCAR3	chr11	72777272	72910625
NIHOVCAR3	chr11	72880580	73503043
NIHOVCAR3	chr11	73023142	73288229
NCIH157DM	chr1	117367683	118034750
NCIH520	chr4	88537506	88831824
MFE280	chr3	46595504	46744656
EFM19	chr20	63360660	63520155
NCIH2170	chr8	101178106	101178973
NCIH2170	chr8	126935950	127072034
NCIH2170	chr8	126949764	126954351
NCIH2170	chr8	127034670	127036794
NCIH2170	chr8	127338657	127639025
NCIH2170	chr8	127394073	127404952
NCIH2170	chr8	127412858	127416933
NCIH2170	chr8	127421986	127428365
NCIH2170	chr8	127443815	127452268
NCIH2170	chr8	127478259	127485802
NCIH2170	chr8	127489956	127500709
NCIH2170	chr8	127530564	128452922
NCIH2170	chr8	127530842	127540792
NCIH2170	chr8	127542023	127555350
NCIH2170	chr8	127556145	127566116
NCIH2170	chr8	127566937	127578523
NCIH2170	chr8	127586312	127606785
NCIH2170	chr8	127624194	127629746
NCIH2170	chr8	127638671	127655857
NCIH2170	chr8	127639232	128452922
NCIH2170	chr8	127657767	127673072
NCIH2170	chr8	127674130	127683124
NCIH2170	chr8	127684224	127692488
NCIH2170	chr8	127693315	127702731
NCIH2170	chr8	127706375	127714078
NCIH2170	chr8	127724915	127731498
NCIH2170	chr8	127732716	127740763
NCIH2170	chr8	127750726	127754541
NCIH2170	chr8	127821994	127830618
NCIH2170	chr8	127863372	127868272
NCIH2170	chr8	127872832	127881149
NCIH2170	chr8	127888347	127895211
NCIH2170	chr8	127900687	127907993
NCIH2170	chr8	127908800	127915135
NCIH2170	chr8	127915900	127921516
NCIH2170	chr8	127922681	127935755
NCIH2170	chr8	127937811	127955252
NCIH2170	chr8	127959861	127973593
NCIH2170	chr8	127985534	127996739
NCIH2170	chr8	127999061	128014628
NCIH2170	chr8	128015997	128021224
NCIH2170	chr8	128030604	128041083
NCIH2170	chr8	128044445	128060687
NCIH2170	chr8	128061369	128071001
NCIH2170	chr8	128079496	128093423
NCIH2170	chr8	128094114	128107818
NCIH2170	chr8	128120191	128127954
NCIH2170	chr8	128129294	128146337
NCIH2170	chr8	128150180	128154251
NCIH2170	chr8	128158587	128180531
NCIH2170	chr8	128181262	128207140
NCIH2170	chr8	128212528	128226704
NCIH2170	chr8	128227456	128253998
NCIH2170	chr8	128259024	128274730
NCIH2170	chr8	128275731	128282212
NCIH2170	chr8	128295587	128301208
NCIH2170	chr8	128311274	128328501
NCIH2170	chr8	128329169	128344008
NCIH2170	chr8	128350122	128360826
NCIH2170	chr8	128361910	128387603
NCIH2170	chr8	128388304	128418055
NCIH2170	chr8	128418816	128426911
NCIH2170	chr8	128427674	128430501
NCIH2170	chr8	128459019	128853694
NCIH2170	chr8	128459019	128947059
NCIH2170	chr8	128478415	128486901
NCIH2170	chr8	128495732	128507735
NCIH2170	chr8	128516295	128526774
NCIH2170	chr8	128534016	128548067
NCIH2170	chr8	128548832	128558617
NCIH2170	chr8	128559886	128569341
NCIH2170	chr8	128618518	128624295
NCIH2170	chr8	128625066	128630587
NCIH2170	chr8	128655819	128660924
NCIH2170	chr8	128699831	128706518
NCIH2170	chr8	128781971	128796821
NCIH2170	chr8	128797516	128802163
NCIH2170	chr8	128831168	128839173
NCIH2170	chr8	128842365	128852254
NCIH2170	chr17	39661313	39808422
NCIH2170	chr17	39663958	39667710
NCIH2170	chr17	39669526	39680682
NCIH2170	chr17	39701036	39710489
NCIH2170	chr17	39726694	39730482
NCIH2170	chr17	39735855	39749492
NCIH2170	chr17	39753968	39759870
NCIH2170	chr17	39762054	39767341
NCIH2170	chr17	39809908	39883400
NCIH2170	chr17	39834038	39837749
NCIH2170	chr17	40151306	40259507
NCIH2170	chr17	40259581	40311677
NCIH2170	chr17	40302805	40304452
NCIH2170	chr17	40306320	40311194
RVH421	chr2	189845061	189846856
RVH421	chr12	80034284	80036070
RVH421	chr12	92812602	92821628
RVH421	chr12	92823132	94855402
RVH421	chr12	111782676	111785517
BT20	chr3	121723267	121999396
BT20	chr12	131184734	131185818
BT20	chr12	131185221	131185228
BT20	chr12	131383376	131385921
BT20	chr12	131385916	131386533
BT20	chr12	131387482	131387738
BT20	chr12	131387730	131388612
PC3	chr1	173413634	173414070
PC3	chr1	201209580	201211008
PC3	chr10	33117036	37949667
PC3	chr10	33122581	33300194
PC3	chr10	35445100	35445610
PC3	chr10	66716828	67000039
PC3	chr10	72748674	73480294
PC3	chr10	73520932	73521398
PC3	chr10	73573776	76395269
PC3	chr10	73999134	73999641
PC3	chr10	74332570	74333026
PC3	chr10	74442877	75122030
PC3	chr10	75555606	75556286
PC3	chr10	75966259	75966991
PC3	chr10	76026303	76026891
PC3	chr10	78283475	78284034
PC3	chr10	78910653	78911207
KLE	chr12	24427832	26475728
KLE	chr12	24428027	26455135
KLE	chr15	60582935	60583075
KLE	chr16	14957340	14957485
SW579	chr12	9583588	10039013
SW579	chr12	9586004	9998409
SW579	chr12	10659753	10660467
SW579	chr12	11015199	11070362
OVCAR8	chr13	93396628	93451267
OVCAR8	chr15	86202245	86202330
HCC202	chr17	29560468	30503123
HCC202	chr17	39392438	39909306
HCC202	chr17	48392335	48538441
HCC202	chr17	48538268	48539857
HCC202	chr17	48539858	48939582
HCC202	chr17	51064798	51184912
OV90	chr11	132587972	132588137
OV90	chr22	20386553	20454352
OV90	chr22	20386553	21101752
OV90	chr22	20388531	20454352
OV90	chr22	20388531	21102921
OV90	chr22	20488523	20546274
OV90	chr22	20488523	20547310
OV90	chr22	20492702	21565070
OV90	chr22	20493659	21563612
OV90	chr22	21062547	21565070
OV90	chr22	21064134	21563612
NCIH2170	chr14	35112028	35112187
NCIH2170	chr14	36375957	37627021
NCIH2170	chr14	36855826	36856406
NCIH2170	chr14	36864513	36865107
NCIH2170	chr14	36886766	37627021
NCIH2170	chr14	36975636	36976229
NCIH2170	chr14	37253105	37723395
NCIH2170	chr14	37440840	37963699
NCIH2170	chr14	37605126	39854050
NCIH2170	chr14	37843809	37844275
NCIH2170	chr14	53760484	53772349
NCIH2170	chr14	53760484	54210322
NCIH2170	chr14	54135918	54209658
NCIH2228	chr7	121522362	121645063
CORL88	chr1	36957634	36960006
CORL88	chr1	39493171	40610775
CORL88	chr1	39702789	40033901
CORL88	chr1	39787265	40614072
MDAMB453	chrX	154073662	155541373
RERFGC1B	chr10	59735215	59735674
RERFGC1B	chr10	60436007	60436379
RERFGC1B	chr10	60582571	62368592
RERFGC1B	chr10	61244344	61245177
RERFGC1B	chr10	61342712	62368592
RERFGC1B	chr10	61570206	61570769
RERFGC1B	chr10	62004942	62005504
RERFGC1B	chr10	62374584	63788609
RERFGC1B	chr10	62847238	62848054
RERFGC1B	chr10	62853710	62871276
RERFGC1B	chr10	63496792	63497926
RERFGC1B	chr10	63727495	63728043
RERFGC1B	chr10	111974354	112002990
RERFGC1B	chr10	112002711	112552063
RERFGC1B	chr10	112003068	112003412
RERFGC1B	chr10	112156390	112157072
RERFGC1B	chr10	112214973	112215657
RERFGC1B	chr10	115770460	116069262
RERFGC1B	chr10	115952493	115953406
RERFGC1B	chr10	116140021	116402844
RERFGC1B	chr10	116333680	116334168
RERFGC1B	chr10	117147701	117148138
RERFGC1B	chr10	124046517	124047011
RERFGC1B	chr10	124292919	124293514
RERFGC1B	chr10	128741631	128884993
RERFGC1B	chr10	128741631	128885532
RERFGC1B	chr10	128852006	128852477
RERFGC1B	chr20	38094287	38094797
RERFGC1B	chr20	40961632	40962290
RERFGC1B	chr20	41112379	41112922
RERFGC1B	chr20	41156713	41277710
RERFGC1B	chr20	41278895	41710462
RERFGC1B	chr20	41441289	41441924
RERFGC1B	chr20	41710479	42005414
RERFGC1B	chr20	41726260	41726806
RERFGC1B	chr20	41856592	41857028
RERFGC1B	chr20	42913916	42914417
RERFGC1B	chr20	43072690	43395971
RERFGC1B	chr20	43073297	43395971
RERFGC1B	chr20	43397152	43852648
RERFGC1B	chr20	43855123	44000485
RMGI	chr14	75110059	75349289
AU565	chr3	37937674	38298743
DMS273	chr1	1549249	1549337
DMS273	chr1	38003440	38136878
DMS273	chr1	38139069	41461107
DMS273	chr1	38139069	41461116
DMS273	chr1	38303189	38303766
DMS273	chr1	38613363	38614813
DMS273	chr1	38815335	38818078
DMS273	chr1	39689873	39692749
DMS273	chr1	40300921	40301573
DMS273	chr1	40831026	40832779
DMS273	chr1	40983532	40986858
DMS273	chr1	41050259	41050830
DMS273	chr1	41162260	41163473
DMS273	chr1	150434349	150602565
DMS273	chr1	150595007	150595667
DMS273	chr1	150601893	151246208
DMS273	chr1	150601894	150602043
DMS273	chr1	150602030	151245645
DMS273	chr1	150654990	150655668
DMS273	chr1	151244448	151419212
DMS273	chr1	151245645	151245645
DMS273	chr1	151245645	151246208
DMS273	chr1	151281676	151283152
OE19	chr12	37990037	38188288
OE19	chr12	38783225	39139962
OE19	chr12	48844827	49030323
NCIH508	chr14	27990295	29107532
NCIH508	chr14	28142918	28784725
NCIH508	chr14	29100116	29100779
NCIH508	chr14	29100116	29102565
NCIH508	chr14	29100116	29107030
NCIH508	chr14	29100116	29757516
NCIH508	chr14	29105372	29385954
NCIH508	chr14	29385275	29385954
NCIH508	chr14	29385275	29387409
NCIH508	chr14	29385275	29388527
NCIH508	chr14	29385275	32866180
NCIH508	chr14	29385479	29385954
NCIH508	chr14	29386402	29387409
NCIH508	chr14	29699431	32490062
NCIH508	chr14	29780922	30251915
NCIH508	chr14	30007268	30119109
NCIH508	chr14	30057091	33033815
NCIH508	chr14	30057664	33033815
NCIH508	chr14	30115595	30562912
NCIH508	chr14	30463085	30479663
NCIH508	chr14	30464371	32866180
NCIH508	chr14	30856913	32336756
NCIH508	chr14	31307690	31958762
NCIH508	chr14	31342244	32254517
NCIH508	chr14	31821309	32645257
NCIH508	chr14	31946691	33033815
NCIH508	chr14	32038268	32653733
NCIH508	chr14	32457715	32866180
ABC1	chr20	537320	1400290
ABC1	chr20	538261	1408501
ABC1	chr20	1400208	1403254
ABC1	chr20	1403264	1408501
ABC1	chr20	1410170	1580395
ABC1	chr20	1613533	1803827
ABC1	chr20	1613533	1804924
FUOV1	chr14	93916060	94754940
FUOV1	chr14	94363766	94380353
MKN7	chr9	128025119	128110737
NCIH1651	chr1	168055340	168056358
NCIH1651	chr19	23515654	23725776
NCIH1651	chr19	23518306	23730035
NCIH1651	chr19	23850375	23850381
OVSAHO	chr1	243895993	244506692
RMGI	chr12	124911108	125051455
HCC1954	chr5	282283	283612
HCC1954	chr5	491455	1974321
HCC1954	chr5	842867	1337796
HCC1954	chr5	1327685	1337796
HCC1954	chr5	2154714	2840199
HCC1954	chr5	2490233	2491473
HCC1954	chr5	2831729	3209105
HCC1954	chr5	115471819	115480165
HCC1954	chr5	115479401	115518056
HCC1954	chr5	115496507	115855327
HCC1954	chr5	115503953	115516433
HCC1954	chr5	115517925	115519369
HCC1954	chr5	115517925	115817048
HCC1954	chr5	115824978	115827341
HCC1954	chr5	176796619	177233279
HCC1954	chr5	177234184	177239526
HCC1954	chr5	179985496	180030073
HCC1954	chr5	180014231	181032096
HCC1954	chr5	180030732	181033849
HCC1954	chr5	180100051	181242662
HCC1954	chr5	181026449	181242662
HCC1954	chr5	181242307	181242662
HCC1954	chr5	181242307	181243767
HCC1954	chr8	98873126	99242271
HCC1954	chr8	106097489	106243142
HCC1954	chr8	106222454	107062761
HCC1954	chr8	106399121	106673109
HCC1954	chr8	106821135	106825821
HCC1954	chr8	107025461	107034365
HCC1954	chr8	107033154	108006606
HCC1954	chr8	107048186	107048977
HCC1954	chr8	107073872	108522411
HCC1954	chr8	109015642	109016309
HCC1954	chr8	109130427	110668036
HCC1954	chr8	109795820	109887506
HCC1954	chr8	110510785	110675718
HCC1954	chr8	110510785	110833097
HCC1954	chr8	110510785	111694760
HCC1954	chr8	110881701	111694760
HCC1954	chr8	111865265	112739917
HCC1954	chr8	116395381	118792430
HCC1954	chr8	118195724	118201567
HCC1954	chr8	126843763	127115281
HCC1954	chr8	126981873	127160085
HCC1954	chr8	127900181	128191219
HCC1954	chr8	127913126	127913425
HCC1954	chr8	128099302	128166632
HCC1954	chr8	128190921	128196382
HCC1954	chr8	128197092	128201148
HCC1954	chr8	128200756	128204723
HCC1954	chr8	129323005	129324596
HCC1954	chr8	129465063	129556139
HCC1954	chr8	129859115	129860522
HCC1954	chr8	129868794	129869596
HCC1954	chr8	129871687	129889114
HCC1954	chr8	129889694	129921710
HCC1954	chr8	129922262	129929740
HCC1954	chr8	129922908	129928357
HCC1954	chr8	129928993	129931898
HCC1954	chr8	130380093	130381612
HCC1954	chr8	132823269	132831508
HCC1954	chr9	1919574	6729121
HCC1954	chr9	3197089	10404564
HCC1954	chr9	3206746	6729121
HCC1954	chr9	6730105	9130016
HCC1954	chr9	6730105	10404564
HCC1954	chr9	10405089	12556848
HCC1954	chr9	10405089	14800286
HCC1954	chr9	12559646	13963832
HCC1954	chr9	13965064	14798510
HCC1954	chr9	14775376	16538697
HCC1954	chr11	60504650	60504855
HCC1954	chr11	69092233	69636810
HCC1954	chr11	95080457	95242584
HCC1954	chr11	95081244	95254707
HCC1954	chr12	40484555	40488202
HCC1954	chr12	40489818	40490437
HCC1954	chr12	40503463	40511999
